date,day_of_week,month,meal_type,people_served,food_prepared_kg,food_consumed_kg,food_wasted_kg,temperature,rainfall,festival,special_event
2024-11-22,4,11,Breakfast,164,77.37,69.72,7.65,30.6,0.0,0,0
2024-11-22,4,11,Lunch,419,237.03,201.91,35.11,20.5,0.0,1,0
2024-11-22,4,11,Dinner,210,116.29,100.55,15.74,28.6,0.0,0,0
2024-11-23,5,11,Breakfast,94,39.06,31.32,7.74,27.9,0.0,0,0
2024-11-23,5,11,Lunch,177,104.35,74.93,29.42,21.6,0.0,0,0
2024-11-23,5,11,Dinner,127,70.98,62.23,8.75,25.2,0.0,0,0
2024-11-24,6,11,Breakfast,83,48.63,38.96,9.66,17.0,0.0,0,0
2024-11-24,6,11,Lunch,191,113.8,96.83,16.97,23.6,0.0,0,0
2024-11-24,6,11,Dinner,104,50.95,43.12,7.82,31.8,0.0,0,0
2024-11-25,0,11,Breakfast,152,85.81,77.31,8.5,21.8,0.0,0,0
2024-11-25,0,11,Lunch,382,190.75,147.08,43.67,30.3,0.0,0,0
2024-11-25,0,11,Dinner,181,72.4,59.94,12.47,26.7,0.0,0,0
2024-11-26,1,11,Breakfast,152,70.41,51.08,19.33,23.4,0.0,0,0
2024-11-26,1,11,Lunch,275,133.86,124.15,9.71,18.3,0.8,0,0
2024-11-26,1,11,Dinner,197,94.07,80.73,13.34,27.0,0.0,0,0
2024-11-27,2,11,Breakfast,137,80.85,70.8,10.06,27.6,0.0,0,0
2024-11-27,2,11,Lunch,290,136.88,128.56,8.32,21.9,0.0,0,0
2024-11-27,2,11,Dinner,200,94.79,67.6,27.2,10.8,0.0,0,0
2024-11-28,3,11,Breakfast,171,84.55,77.79,6.76,22.7,3.8,0,0
2024-11-28,3,11,Lunch,267,141.6,125.26,16.33,28.4,0.0,0,0
2024-11-28,3,11,Dinner,172,99.42,76.74,22.68,30.4,0.0,0,0
2024-11-29,4,11,Breakfast,147,83.36,58.66,24.7,22.3,0.0,0,0
2024-11-29,4,11,Lunch,265,132.12,105.84,26.28,17.4,0.0,0,0
2024-11-29,4,11,Dinner,280,141.07,122.64,18.43,37.1,0.0,0,1
2024-11-30,5,11,Breakfast,108,45.91,32.33,13.58,30.3,0.0,0,1
2024-11-30,5,11,Lunch,190,87.15,77.85,9.3,28.4,0.0,0,0
2024-11-30,5,11,Dinner,123,65.1,61.43,3.68,14.2,0.0,0,0
2024-12-01,6,12,Breakfast,92,42.37,30.36,12.02,25.9,0.0,0,0
2024-12-01,6,12,Lunch,165,67.91,63.8,4.11,21.3,0.0,0,0
2024-12-01,6,12,Dinner,122,53.58,39.39,14.19,25.1,0.2,0,0
2024-12-02,0,12,Breakfast,158,83.3,66.39,16.91,31.4,0.0,0,0
2024-12-02,0,12,Lunch,325,160.55,148.11,12.44,19.1,0.0,0,0
2024-12-02,0,12,Dinner,203,99.38,72.9,26.48,23.4,0.0,0,0
2024-12-03,1,12,Breakfast,158,65.61,50.43,15.18,25.2,0.0,0,0
2024-12-03,1,12,Lunch,341,147.7,119.84,27.86,24.1,0.0,0,0
2024-12-03,1,12,Dinner,207,122.19,115.92,6.27,27.2,0.0,0,0
2024-12-04,2,12,Breakfast,156,81.82,77.34,4.48,17.0,0.0,0,0
2024-12-04,2,12,Lunch,226,134.57,119.68,14.89,27.7,5.8,0,0
2024-12-04,2,12,Dinner,175,93.33,69.13,24.2,24.6,0.0,0,0
2024-12-05,3,12,Breakfast,155,73.07,68.07,5.0,32.4,0.0,0,0
2024-12-05,3,12,Lunch,261,142.45,103.11,39.34,28.1,0.0,0,0
2024-12-05,3,12,Dinner,198,90.64,72.46,18.18,22.8,0.0,0,0
2024-12-06,4,12,Breakfast,163,84.01,66.31,17.7,18.3,0.0,0,1
2024-12-06,4,12,Lunch,323,144.73,108.24,36.49,21.6,0.0,0,0
2024-12-06,4,12,Dinner,200,114.67,88.37,26.3,17.4,0.0,0,0
2024-12-07,5,12,Breakfast,95,52.42,40.39,12.02,25.5,0.0,0,0
2024-12-07,5,12,Lunch,174,86.18,71.04,15.13,28.9,4.5,0,0
2024-12-07,5,12,Dinner,104,45.91,32.95,12.96,27.0,0.0,0,0
2024-12-08,6,12,Breakfast,91,50.43,43.56,6.88,12.0,3.6,0,0
2024-12-08,6,12,Lunch,185,102.33,71.63,30.7,16.1,0.0,0,0
2024-12-08,6,12,Dinner,89,41.01,31.83,9.19,28.5,0.0,0,0
2024-12-09,0,12,Breakfast,132,60.8,47.5,13.29,28.4,0.0,0,0
2024-12-09,0,12,Lunch,317,177.94,168.37,9.57,29.3,0.0,0,0
2024-12-09,0,12,Dinner,228,116.03,101.8,14.23,22.0,0.0,0,0
2024-12-10,1,12,Breakfast,141,63.88,54.32,9.56,27.4,0.0,0,0
2024-12-10,1,12,Lunch,270,135.48,107.34,28.14,30.3,0.0,0,0
2024-12-10,1,12,Dinner,219,119.53,109.42,10.11,30.4,0.0,0,0
2024-12-11,2,12,Breakfast,140,83.4,76.24,7.16,29.2,0.0,0,0
2024-12-11,2,12,Lunch,328,156.16,115.68,40.48,30.3,0.0,0,0
2024-12-11,2,12,Dinner,216,86.89,76.11,10.78,28.5,0.0,0,0
2024-12-12,3,12,Breakfast,156,79.45,74.82,4.63,24.7,0.0,0,0
2024-12-12,3,12,Lunch,280,156.8,131.43,25.37,25.0,0.0,0,0
2024-12-12,3,12,Dinner,194,111.41,96.72,14.69,20.0,0.3,0,0
2024-12-13,4,12,Breakfast,161,93.58,65.79,27.79,21.8,0.0,0,0
2024-12-13,4,12,Lunch,304,143.06,122.36,20.7,23.2,0.0,0,0
2024-12-13,4,12,Dinner,182,83.2,67.24,15.96,31.1,0.0,0,0
2024-12-14,5,12,Breakfast,101,53.36,46.31,7.05,19.4,0.0,0,0
2024-12-14,5,12,Lunch,189,86.1,66.22,19.88,19.1,0.0,0,0
2024-12-14,5,12,Dinner,119,70.7,51.49,19.21,26.7,0.0,0,0
2024-12-15,6,12,Breakfast,84,40.28,30.86,9.42,32.6,0.0,0,0
2024-12-15,6,12,Lunch,153,90.84,77.29,13.54,24.6,0.0,0,0
2024-12-15,6,12,Dinner,122,64.62,49.56,15.07,24.6,0.0,0,0
2024-12-16,0,12,Breakfast,132,59.96,50.93,9.03,29.1,0.0,0,0
2024-12-16,0,12,Lunch,308,148.34,104.41,43.93,23.9,0.0,0,0
2024-12-16,0,12,Dinner,210,119.27,89.11,30.16,17.3,0.0,0,0
2024-12-17,1,12,Breakfast,147,66.41,53.7,12.71,20.7,0.0,0,0
2024-12-17,1,12,Lunch,341,142.63,106.95,35.68,33.7,0.0,0,0
2024-12-17,1,12,Dinner,211,95.83,73.01,22.82,26.8,0.0,0,0
2024-12-18,2,12,Breakfast,139,57.86,54.26,3.59,24.7,0.0,0,0
2024-12-18,2,12,Lunch,250,130.84,115.89,14.95,27.0,5.4,0,0
2024-12-18,2,12,Dinner,234,120.95,100.94,20.01,25.8,0.0,0,0
2024-12-19,3,12,Breakfast,129,67.86,51.72,16.14,21.1,2.2,0,0
2024-12-19,3,12,Lunch,351,144.89,131.3,13.59,22.0,0.0,0,0
2024-12-19,3,12,Dinner,164,67.44,55.49,11.95,22.6,0.0,0,0
2024-12-20,4,12,Breakfast,171,73.89,53.02,20.86,22.5,0.0,0,0
2024-12-20,4,12,Lunch,268,122.7,95.39,27.31,27.7,3.4,0,0
2024-12-20,4,12,Dinner,166,93.91,84.27,9.64,25.5,0.0,0,0
2024-12-21,5,12,Breakfast,87,51.18,47.03,4.14,27.7,0.8,0,0
2024-12-21,5,12,Lunch,164,93.77,81.51,12.26,23.9,0.0,0,0
2024-12-21,5,12,Dinner,121,52.28,45.4,6.88,25.9,0.0,0,0
2024-12-22,6,12,Breakfast,81,32.43,28.53,3.9,27.8,0.0,0,0
2024-12-22,6,12,Lunch,211,91.39,84.33,7.06,25.6,0.0,0,0
2024-12-22,6,12,Dinner,104,54.24,41.3,12.95,21.5,0.0,0,0
2024-12-23,0,12,Breakfast,183,95.76,80.36,15.4,24.3,0.0,0,1
2024-12-23,0,12,Lunch,243,105.54,87.08,18.47,17.1,0.0,0,0
2024-12-23,0,12,Dinner,195,101.62,74.11,27.51,30.1,0.0,0,0
2024-12-24,1,12,Breakfast,143,82.82,62.2,20.61,20.5,0.0,0,0
2024-12-24,1,12,Lunch,307,151.92,127.64,24.28,11.6,0.0,0,0
2024-12-24,1,12,Dinner,219,111.06,100.96,10.1,32.3,0.0,0,0
2024-12-25,2,12,Breakfast,155,75.99,56.68,19.31,26.8,0.0,0,0
2024-12-25,2,12,Lunch,298,131.33,94.13,37.2,21.0,0.0,0,0
2024-12-25,2,12,Dinner,218,115.47,82.97,32.5,23.6,0.0,0,0
2024-12-26,3,12,Breakfast,213,98.88,88.56,10.33,31.0,0.0,1,0
2024-12-26,3,12,Lunch,294,156.22,137.03,19.18,21.9,0.0,0,0
2024-12-26,3,12,Dinner,242,123.34,88.39,34.95,24.0,0.0,0,0
2024-12-27,4,12,Breakfast,171,86.12,63.3,22.81,27.3,0.0,0,0
2024-12-27,4,12,Lunch,345,199.44,177.0,22.44,30.4,0.0,0,0
2024-12-27,4,12,Dinner,206,106.25,91.17,15.08,26.0,0.0,0,0
2024-12-28,5,12,Breakfast,79,36.56,27.8,8.76,24.5,0.0,0,0
2024-12-28,5,12,Lunch,154,83.04,66.08,16.97,23.1,1.4,0,0
2024-12-28,5,12,Dinner,132,59.77,55.87,3.9,27.6,0.0,0,0
2024-12-29,6,12,Breakfast,99,43.93,37.29,6.64,17.9,0.0,0,0
2024-12-29,6,12,Lunch,157,65.58,57.36,8.21,29.2,3.0,0,0
2024-12-29,6,12,Dinner,96,55.28,42.06,13.22,20.0,0.0,0,0
2024-12-30,0,12,Breakfast,151,87.22,68.15,19.07,22.3,0.0,0,0
2024-12-30,0,12,Lunch,309,129.47,122.96,6.51,26.7,0.0,0,0
2024-12-30,0,12,Dinner,275,112.22,97.28,14.94,30.8,3.9,1,0
2024-12-31,1,12,Breakfast,147,78.04,59.15,18.88,24.8,0.0,0,0
2024-12-31,1,12,Lunch,318,163.03,139.58,23.45,31.7,0.0,0,0
2024-12-31,1,12,Dinner,331,161.68,145.61,16.07,26.2,0.0,1,0
2025-01-01,2,1,Breakfast,103,45.56,43.23,2.33,27.5,5.3,0,0
2025-01-01,2,1,Lunch,326,174.4,151.62,22.78,28.1,0.0,0,0
2025-01-01,2,1,Dinner,196,105.73,91.15,14.57,27.8,0.0,0,0
2025-01-02,3,1,Breakfast,142,76.83,62.52,14.31,21.3,0.0,0,0
2025-01-02,3,1,Lunch,314,163.89,143.39,20.5,29.8,0.0,0,0
2025-01-02,3,1,Dinner,209,90.02,75.9,14.12,27.1,1.5,0,0
2025-01-03,4,1,Breakfast,146,59.92,42.42,17.5,26.9,0.0,0,0
2025-01-03,4,1,Lunch,295,156.88,118.1,38.78,21.0,0.0,0,0
2025-01-03,4,1,Dinner,239,97.04,89.69,7.34,28.1,0.0,0,1
2025-01-04,5,1,Breakfast,90,42.04,30.13,11.91,26.4,0.0,0,0
2025-01-04,5,1,Lunch,166,81.97,62.89,19.09,24.0,0.0,0,0
2025-01-04,5,1,Dinner,114,50.9,37.28,13.62,16.5,0.0,0,0
2025-01-05,6,1,Breakfast,78,43.82,32.28,11.54,21.2,0.0,0,0
2025-01-05,6,1,Lunch,173,79.66,66.99,12.68,29.4,0.0,0,0
2025-01-05,6,1,Dinner,123,64.55,49.6,14.95,23.2,0.0,0,0
2025-01-06,0,1,Breakfast,149,61.3,49.32,11.97,20.8,0.0,0,0
2025-01-06,0,1,Lunch,290,166.01,129.23,36.78,33.7,0.0,0,0
2025-01-06,0,1,Dinner,202,100.57,89.05,11.52,31.1,4.4,0,0
2025-01-07,1,1,Breakfast,127,59.14,48.11,11.03,8.4,0.9,0,0
2025-01-07,1,1,Lunch,310,159.2,134.5,24.7,22.5,0.0,0,0
2025-01-07,1,1,Dinner,196,104.34,76.72,27.62,36.1,0.0,0,0
2025-01-08,2,1,Breakfast,154,87.03,67.14,19.89,18.5,0.0,0,0
2025-01-08,2,1,Lunch,306,127.73,107.19,20.54,19.5,0.0,0,0
2025-01-08,2,1,Dinner,209,92.72,85.17,7.56,27.0,0.0,0,0
2025-01-09,3,1,Breakfast,136,71.46,63.43,8.03,20.8,0.0,0,0
2025-01-09,3,1,Lunch,264,154.22,109.49,44.72,24.3,0.0,0,0
2025-01-09,3,1,Dinner,186,91.75,81.67,10.08,20.3,0.0,0,0
2025-01-10,4,1,Breakfast,171,94.72,75.72,18.99,24.8,0.0,0,1
2025-01-10,4,1,Lunch,311,156.16,133.33,22.83,23.1,0.0,0,0
2025-01-10,4,1,Dinner,217,110.72,89.63,21.09,25.1,0.0,0,0
2025-01-11,5,1,Breakfast,92,37.71,33.23,4.48,23.6,0.0,0,0
2025-01-11,5,1,Lunch,163,91.33,72.88,18.45,26.2,0.0,0,0
2025-01-11,5,1,Dinner,124,63.63,59.32,4.31,22.3,0.0,0,0
2025-01-12,6,1,Breakfast,88,48.84,37.05,11.79,21.8,0.0,0,0
2025-01-12,6,1,Lunch,178,92.97,80.85,12.12,24.0,2.2,0,0
2025-01-12,6,1,Dinner,114,52.02,48.94,3.08,29.3,4.3,0,0
2025-01-13,0,1,Breakfast,172,84.03,64.31,19.73,29.4,0.7,0,0
2025-01-13,0,1,Lunch,286,117.94,85.28,32.66,30.0,0.4,0,0
2025-01-13,0,1,Dinner,177,88.55,67.45,21.11,26.6,0.0,0,0
2025-01-14,1,1,Breakfast,144,83.65,75.65,8.0,35.4,0.0,0,0
2025-01-14,1,1,Lunch,352,204.81,159.44,45.37,20.3,0.0,0,0
2025-01-14,1,1,Dinner,218,105.95,96.17,9.77,19.5,0.0,0,0
2025-01-15,2,1,Breakfast,141,64.86,55.07,9.79,26.8,0.0,0,0
2025-01-15,2,1,Lunch,292,136.89,120.91,15.98,19.0,0.0,0,0
2025-01-15,2,1,Dinner,203,97.42,76.15,21.27,27.7,1.7,0,0
2025-01-16,3,1,Breakfast,151,90.01,67.84,22.17,24.4,0.0,0,0
2025-01-16,3,1,Lunch,279,141.3,102.56,38.74,25.7,0.0,0,0
2025-01-16,3,1,Dinner,175,104.42,79.88,24.55,26.3,0.0,0,0
2025-01-17,4,1,Breakfast,156,83.99,68.41,15.58,24.7,0.0,0,0
2025-01-17,4,1,Lunch,259,146.26,132.39,13.87,27.8,0.0,0,0
2025-01-17,4,1,Dinner,193,85.27,61.49,23.78,14.2,0.0,0,0
2025-01-18,5,1,Breakfast,64,36.14,28.77,7.37,17.4,0.5,0,0
2025-01-18,5,1,Lunch,173,87.59,62.03,25.56,15.7,0.3,0,0
2025-01-18,5,1,Dinner,145,74.3,65.29,9.01,12.6,0.0,0,1
2025-01-19,6,1,Breakfast,83,44.19,31.78,12.41,24.3,0.0,0,0
2025-01-19,6,1,Lunch,143,74.7,59.26,15.44,28.6,0.0,0,0
2025-01-19,6,1,Dinner,116,61.67,44.25,17.42,22.7,0.0,0,0
2025-01-20,0,1,Breakfast,144,69.67,51.7,17.97,19.0,0.0,0,0
2025-01-20,0,1,Lunch,330,195.24,147.42,47.81,25.8,0.0,0,0
2025-01-20,0,1,Dinner,213,107.83,93.75,14.09,26.1,0.0,0,0
2025-01-21,1,1,Breakfast,142,80.79,65.26,15.53,33.1,0.3,0,0
2025-01-21,1,1,Lunch,293,147.33,114.49,32.84,28.7,0.0,0,0
2025-01-21,1,1,Dinner,215,128.07,120.57,7.5,15.9,0.0,0,0
2025-01-22,2,1,Breakfast,139,81.92,65.54,16.38,32.5,0.0,0,0
2025-01-22,2,1,Lunch,325,174.72,127.56,47.16,21.5,0.1,0,0
2025-01-22,2,1,Dinner,211,91.16,67.71,23.45,18.5,0.0,0,0
2025-01-23,3,1,Breakfast,142,57.27,49.56,7.71,32.5,0.2,0,0
2025-01-23,3,1,Lunch,310,184.43,135.35,49.08,19.3,0.0,0,0
2025-01-23,3,1,Dinner,192,98.84,78.9,19.94,27.5,1.1,0,0
2025-01-24,4,1,Breakfast,143,58.35,49.43,8.92,25.4,0.0,0,0
2025-01-24,4,1,Lunch,297,134.93,124.95,9.98,26.7,0.0,0,0
2025-01-24,4,1,Dinner,157,88.1,66.61,21.49,29.2,0.0,0,0
2025-01-25,5,1,Breakfast,85,48.8,35.18,13.62,28.2,0.2,0,0
2025-01-25,5,1,Lunch,166,77.5,61.9,15.61,28.4,0.0,0,0
2025-01-25,5,1,Dinner,121,52.12,38.43,13.69,18.8,0.0,0,0
2025-01-26,6,1,Breakfast,77,31.33,25.0,6.33,21.0,0.0,0,0
2025-01-26,6,1,Lunch,190,110.04,85.2,24.83,20.3,0.0,0,0
2025-01-26,6,1,Dinner,102,54.53,49.41,5.12,22.7,0.0,0,0
2025-01-27,0,1,Breakfast,145,65.85,47.43,18.42,19.5,0.0,0,0
2025-01-27,0,1,Lunch,333,164.35,140.49,23.86,28.0,0.0,0,0
2025-01-27,0,1,Dinner,162,71.33,66.59,4.74,17.3,0.0,0,0
2025-01-28,1,1,Breakfast,158,89.06,63.24,25.82,29.6,0.0,0,0
2025-01-28,1,1,Lunch,279,117.34,85.83,31.51,20.2,0.0,0,0
2025-01-28,1,1,Dinner,217,116.42,98.24,18.18,22.7,0.0,0,0
2025-01-29,2,1,Breakfast,142,63.43,54.31,9.11,16.7,0.0,0,0
2025-01-29,2,1,Lunch,321,182.93,130.11,52.82,21.0,0.0,0,0
2025-01-29,2,1,Dinner,224,110.45,77.69,32.76,20.8,0.0,0,0
2025-01-30,3,1,Breakfast,145,73.9,54.95,18.94,24.1,0.0,0,0
2025-01-30,3,1,Lunch,262,134.35,110.85,23.5,30.0,0.1,0,0
2025-01-30,3,1,Dinner,221,101.37,84.27,17.09,16.7,1.0,0,0
2025-01-31,4,1,Breakfast,154,90.73,70.22,20.51,28.0,0.0,0,0
2025-01-31,4,1,Lunch,265,144.63,112.94,31.69,28.3,0.0,0,0
2025-01-31,4,1,Dinner,238,134.78,125.29,9.49,28.3,0.0,0,0
2025-02-01,5,2,Breakfast,92,38.98,27.28,11.69,21.2,0.0,0,0
2025-02-01,5,2,Lunch,204,116.33,109.28,7.05,20.4,0.0,0,0
2025-02-01,5,2,Dinner,153,79.78,63.6,16.18,28.0,0.0,0,0
2025-02-02,6,2,Breakfast,88,52.58,42.64,9.94,23.3,0.0,0,0
2025-02-02,6,2,Lunch,181,83.47,66.83,16.64,30.3,1.7,0,0
2025-02-02,6,2,Dinner,133,56.61,47.82,8.8,31.0,0.0,0,0
2025-02-03,0,2,Breakfast,165,90.1,77.02,13.08,30.5,0.0,0,0
2025-02-03,0,2,Lunch,247,105.0,98.79,6.21,22.7,0.0,0,0
2025-02-03,0,2,Dinner,180,74.05,53.79,20.26,24.7,0.0,0,0
2025-02-04,1,2,Breakfast,184,75.13,61.95,13.18,30.9,0.0,0,0
2025-02-04,1,2,Lunch,325,182.65,154.48,28.17,19.5,0.0,0,0
2025-02-04,1,2,Dinner,227,122.66,102.93,19.73,21.0,0.0,0,0
2025-02-05,2,2,Breakfast,146,80.78,70.73,10.06,28.5,0.0,0,0
2025-02-05,2,2,Lunch,264,127.37,118.92,8.45,31.1,0.0,0,0
2025-02-05,2,2,Dinner,193,79.59,62.47,17.13,22.4,0.0,0,0
2025-02-06,3,2,Breakfast,225,105.96,91.65,14.31,18.7,0.0,1,0
2025-02-06,3,2,Lunch,328,173.72,124.28,49.45,23.9,0.0,0,0
2025-02-06,3,2,Dinner,202,104.3,83.48,20.82,27.0,0.0,0,0
2025-02-07,4,2,Breakfast,144,63.61,45.46,18.15,20.8,0.0,0,0
2025-02-07,4,2,Lunch,335,170.2,122.51,47.69,35.8,1.7,0,0
2025-02-07,4,2,Dinner,202,86.92,70.25,16.67,29.3,0.0,0,0
2025-02-08,5,2,Breakfast,91,37.86,31.01,6.84,21.2,2.8,0,0
2025-02-08,5,2,Lunch,187,79.45,73.0,6.45,30.5,0.0,0,0
2025-02-08,5,2,Dinner,89,44.17,39.86,4.31,27.2,0.0,0,0
2025-02-09,6,2,Breakfast,97,46.19,32.96,13.23,22.1,0.0,0,0
2025-02-09,6,2,Lunch,183,74.97,67.86,7.11,29.2,0.0,0,0
2025-02-09,6,2,Dinner,134,75.73,64.97,10.76,26.6,0.0,0,0
2025-02-10,0,2,Breakfast,170,88.57,66.88,21.69,27.3,0.0,0,0
2025-02-10,0,2,Lunch,358,197.88,164.41,33.47,30.5,0.0,0,0
2025-02-10,0,2,Dinner,177,77.33,58.04,19.29,28.5,0.0,0,0
2025-02-11,1,2,Breakfast,147,70.05,63.73,6.32,22.3,0.0,0,0
2025-02-11,1,2,Lunch,264,135.49,124.58,10.91,25.1,0.0,0,0
2025-02-11,1,2,Dinner,201,87.85,73.38,14.47,27.7,0.0,0,0
2025-02-12,2,2,Breakfast,151,65.53,47.95,17.58,22.9,3.7,0,0
2025-02-12,2,2,Lunch,348,186.83,175.1,11.72,25.3,0.0,0,1
2025-02-12,2,2,Dinner,179,95.6,82.26,13.34,23.3,0.0,0,0
2025-02-13,3,2,Breakfast,110,47.9,34.71,13.19,23.5,0.0,0,0
2025-02-13,3,2,Lunch,315,140.93,102.06,38.86,25.6,0.0,0,0
2025-02-13,3,2,Dinner,189,110.47,79.34,31.13,27.5,0.0,0,0
2025-02-14,4,2,Breakfast,195,112.1,98.56,13.54,20.5,0.0,1,0
2025-02-14,4,2,Lunch,248,135.45,109.04,26.41,17.4,0.4,0,0
2025-02-14,4,2,Dinner,205,87.74,70.54,17.2,31.0,4.0,0,0
2025-02-15,5,2,Breakfast,149,79.73,69.15,10.58,13.9,0.0,1,0
2025-02-15,5,2,Lunch,158,81.96,69.17,12.79,31.8,0.0,0,0
2025-02-15,5,2,Dinner,105,57.59,40.67,16.91,24.5,0.0,0,0
2025-02-16,6,2,Breakfast,84,43.13,38.78,4.35,31.0,0.0,0,0
2025-02-16,6,2,Lunch,206,99.67,84.7,14.97,28.4,0.0,0,0
2025-02-16,6,2,Dinner,121,66.18,46.72,19.46,15.8,0.0,0,0
2025-02-17,0,2,Breakfast,151,79.3,66.42,12.87,28.2,0.0,0,0
2025-02-17,0,2,Lunch,224,115.45,106.53,8.93,27.9,0.4,0,0
2025-02-17,0,2,Dinner,207,106.49,79.35,27.13,31.3,0.0,0,0
2025-02-18,1,2,Breakfast,140,72.46,58.45,14.01,20.8,0.0,0,0
2025-02-18,1,2,Lunch,306,135.5,104.44,31.05,21.4,0.0,0,0
2025-02-18,1,2,Dinner,192,107.47,100.29,7.18,31.2,0.0,0,0
2025-02-19,2,2,Breakfast,164,96.16,91.28,4.88,24.5,0.0,0,0
2025-02-19,2,2,Lunch,330,148.91,112.45,36.46,20.1,0.1,0,0
2025-02-19,2,2,Dinner,200,92.5,74.25,18.25,35.2,0.0,0,0
2025-02-20,3,2,Breakfast,152,81.83,77.03,4.79,27.8,0.0,0,0
2025-02-20,3,2,Lunch,291,128.44,106.1,22.33,20.1,0.0,0,0
2025-02-20,3,2,Dinner,164,78.89,60.54,18.36,21.6,0.0,0,0
2025-02-21,4,2,Breakfast,140,79.69,59.43,20.27,28.0,0.9,0,0
2025-02-21,4,2,Lunch,313,132.02,100.62,31.4,24.4,0.0,0,0
2025-02-21,4,2,Dinner,188,103.95,76.58,27.37,30.0,0.7,0,0
2025-02-22,5,2,Breakfast,91,48.15,39.85,8.3,26.7,0.0,0,0
2025-02-22,5,2,Lunch,216,100.61,87.08,13.52,23.2,4.0,0,1
2025-02-22,5,2,Dinner,127,68.71,60.84,7.87,28.7,0.8,0,0
2025-02-23,6,2,Breakfast,97,48.02,43.81,4.21,19.3,0.4,0,0
2025-02-23,6,2,Lunch,172,86.38,73.52,12.86,19.4,1.6,0,0
2025-02-23,6,2,Dinner,118,63.04,55.11,7.93,31.4,2.5,0,0
2025-02-24,0,2,Breakfast,145,83.71,59.58,24.12,29.4,0.0,0,0
2025-02-24,0,2,Lunch,305,179.47,139.01,40.46,25.4,0.0,0,0
2025-02-24,0,2,Dinner,227,135.1,107.04,28.06,22.4,0.0,0,0
2025-02-25,1,2,Breakfast,131,65.64,54.28,11.36,18.2,0.0,0,0
2025-02-25,1,2,Lunch,296,143.39,128.52,14.87,24.1,0.0,0,0
2025-02-25,1,2,Dinner,190,85.75,76.15,9.6,27.6,0.0,0,0
2025-02-26,2,2,Breakfast,228,133.18,114.15,19.03,14.9,0.0,1,0
2025-02-26,2,2,Lunch,259,147.31,130.46,16.86,23.1,0.0,0,0
2025-02-26,2,2,Dinner,194,91.13,72.33,18.8,25.7,1.1,0,0
2025-02-27,3,2,Breakfast,210,93.77,66.9,26.87,32.3,0.0,0,1
2025-02-27,3,2,Lunch,286,143.51,131.36,12.15,31.3,0.0,0,0
2025-02-27,3,2,Dinner,345,155.15,151.89,3.26,23.9,1.3,1,0
2025-02-28,4,2,Breakfast,169,95.28,74.73,20.55,20.1,0.0,0,0
2025-02-28,4,2,Lunch,276,141.07,109.02,32.04,19.7,0.0,0,0
2025-02-28,4,2,Dinner,175,73.74,69.19,4.55,15.8,4.7,0,0
2025-03-01,5,3,Breakfast,87,48.43,35.38,13.05,24.2,0.0,0,0
2025-03-01,5,3,Lunch,185,104.39,87.28,17.1,20.5,0.0,0,0
2025-03-01,5,3,Dinner,115,57.77,51.55,6.22,27.9,0.0,0,0
2025-03-02,6,3,Breakfast,81,41.22,30.5,10.72,21.8,0.0,0,0
2025-03-02,6,3,Lunch,189,103.55,89.2,14.35,20.5,0.0,0,0
2025-03-02,6,3,Dinner,105,42.84,32.92,9.92,25.8,0.0,0,0
2025-03-03,0,3,Breakfast,148,63.38,56.46,6.92,23.1,0.0,0,0
2025-03-03,0,3,Lunch,283,121.46,113.51,7.95,31.6,0.0,0,0
2025-03-03,0,3,Dinner,209,110.17,86.92,23.25,30.9,0.0,0,0
2025-03-04,1,3,Breakfast,133,59.52,46.12,13.39,26.5,1.0,0,0
2025-03-04,1,3,Lunch,350,154.29,126.09,28.19,30.9,0.0,0,0
2025-03-04,1,3,Dinner,209,112.19,79.24,32.94,22.4,0.0,0,0
2025-03-05,2,3,Breakfast,167,79.72,57.41,22.31,19.5,0.0,0,0
2025-03-05,2,3,Lunch,276,137.11,100.2,36.91,22.7,0.0,0,0
2025-03-05,2,3,Dinner,195,106.92,89.46,17.46,27.4,0.0,0,0
2025-03-06,3,3,Breakfast,164,95.66,74.8,20.86,25.7,0.0,0,0
2025-03-06,3,3,Lunch,280,145.46,133.85,11.6,31.6,0.0,0,0
2025-03-06,3,3,Dinner,196,91.81,86.34,5.47,17.3,0.0,0,0
2025-03-07,4,3,Breakfast,106,58.56,52.88,5.68,22.1,0.0,0,0
2025-03-07,4,3,Lunch,242,126.96,112.41,14.55,21.0,0.9,0,0
2025-03-07,4,3,Dinner,207,110.69,89.95,20.75,27.1,0.0,0,0
2025-03-08,5,3,Breakfast,101,51.42,38.62,12.8,21.3,0.0,0,0
2025-03-08,5,3,Lunch,214,116.21,109.15,7.06,30.0,0.0,0,1
2025-03-08,5,3,Dinner,88,43.06,31.47,11.59,20.6,1.5,0,0
2025-03-09,6,3,Breakfast,79,41.08,36.27,4.81,28.8,1.6,0,0
2025-03-09,6,3,Lunch,195,82.66,64.63,18.02,15.7,0.0,0,0
2025-03-09,6,3,Dinner,134,62.71,57.53,5.18,26.9,0.0,0,0
2025-03-10,0,3,Breakfast,147,79.57,66.35,13.22,25.5,0.4,0,0
2025-03-10,0,3,Lunch,315,161.26,147.47,13.79,19.2,0.0,0,0
2025-03-10,0,3,Dinner,237,107.07,76.36,30.71,21.3,2.5,0,0
2025-03-11,1,3,Breakfast,155,80.62,59.78,20.83,22.0,0.0,0,0
2025-03-11,1,3,Lunch,255,132.18,98.87,33.31,32.3,2.6,0,0
